[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Multi	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Multi	
