[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 04:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Boterkoek	
[4/15/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Boterkoek	
[4/15/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 04:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Boterkoek	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 04:48AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Boterkoek	
[4/15/23 04:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Boterkoek	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Boterkoek	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Boterkoek	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dids	
[4/15/23 04:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Boterkoek	
[4/15/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 04:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Boterkoek	
[4/15/23 04:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Boterkoek	
[4/15/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
