[4/16/23 11:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Boabie	
[4/16/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Boabie	
[4/16/23 11:08AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Boabie	
[4/16/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Boabie	
[4/16/23 11:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Boabie	
[4/16/23 11:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Boabie	
[4/16/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Boabie	
[4/16/23 11:19AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Boabie	
[4/16/23 11:21AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Boabie	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2245690, owner: Boabie	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Boabie	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 3097542, owner: Boabie	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Boabie	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Boabie	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Boabie	
[4/16/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Boabie	
[4/16/23 11:31AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Boabie	
[4/16/23 11:54AM] Player picked up item: Coin, id: 995, amount: 1600820, owner: Boabie	
[4/16/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Boabie	
[4/16/23 12:05PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Boabie	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Boabie	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Boabie	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Boabie	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Boabie	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Boabie	
[4/16/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boabie	
[4/16/23 12:24PM] Player picked up item: Coin, id: 995, amount: 2247371, owner: Boabie	
[4/16/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Boabie	
[4/16/23 12:28PM] Player picked up item: Maze Maul, id: 17710, amount: 1, owner: Boabie	
[4/16/23 12:28PM] Player picked up item: Maze Maul, id: 17710, amount: 1, owner: Boabie	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2387508, owner: Boabie	
[4/16/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Boabie	
[4/16/23 06:23PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Boabie	
[4/16/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Boabie	
[4/16/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Boabie	
[4/16/23 06:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Boabie	
[4/16/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Boabie	
[4/16/23 06:31PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Boabie	
[4/16/23 06:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Boabie	
[4/16/23 06:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Boabie	
[4/16/23 06:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Boabie	
[4/16/23 06:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Boabie	
[4/16/23 06:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Boabie	
[4/16/23 06:34PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Boabie	
[4/16/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boabie	
[4/16/23 07:01PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Boabie	
