[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deepfried	
[4/19/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deepfried	
[4/19/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deepfried	
[4/19/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deepfried	
[4/19/23 03:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deepfried	
