[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Goalz	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goalz	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Goalz	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goalz	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goalz	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Goalz	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Goalz	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goalz	
[4/15/23 09:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cameron	
[4/15/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 09:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cameron	
[4/15/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cameron	
[4/15/23 09:48AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Cameron	
[4/15/23 09:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cameron	
[4/15/23 09:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cameron	
[4/15/23 09:49AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Cameron	
[4/15/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cameron	
[4/15/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 09:55AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cameron	
[4/15/23 09:57AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Cameron	
[4/15/23 09:57AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Cameron	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1695438, owner: Cameron	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 10:08AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cameron	
[4/15/23 10:08AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cameron	
[4/15/23 10:21AM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: Cameron	
[4/15/23 10:53AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cameron	
[4/15/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 10:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Cameron	
[4/15/23 10:54AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Cameron	
[4/15/23 10:54AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Cameron	
[4/15/23 10:59AM] Player picked up item: Coin, id: 995, amount: 2267670, owner: Cameron	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cameron	
[4/15/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 11:02AM] Player picked up item: Imperial Whip, id: 18750, amount: 1, owner: Cameron	
[4/15/23 11:02AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Cameron	
[4/15/23 11:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 01:57PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cameron	
[4/15/23 01:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Cameron	
[4/15/23 01:58PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Cameron	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1441348, owner: Cameron	
