[4/19/23 09:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 09:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 09:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:01AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jeff	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jeff	
[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jeff	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:06AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Arab	
[4/19/23 10:06AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jeff	
[4/19/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jeff	
[4/19/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jeff	
[4/19/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:15AM] Player picked up item: Coin, id: 995, amount: 1187093, owner: Jeff	
[4/19/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jeff	
[4/19/23 10:19AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:25AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jeff	
[4/19/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Jeff	
[4/19/23 10:25AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Jeff	
[4/19/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:26AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jeff	
[4/19/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:27AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Jeff	
[4/19/23 10:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jeff	
[4/19/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:30AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Jeff	
[4/19/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jeff	
[4/19/23 10:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jeff	
[4/19/23 10:30AM] Player picked up item: Coin, id: 995, amount: 5600, owner: Jeff	
[4/19/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jeff	
[4/19/23 10:31AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Jeff	
[4/19/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jeff	
[4/19/23 10:31AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Jeff	
[4/19/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jeff	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Jeff	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Jeff	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Jeff	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jeff	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jeff	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jeff	
[4/19/23 10:37AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Jeff	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:37AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Jeff	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jeff	
[4/19/23 10:38AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:38AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:40AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jeff	
[4/19/23 10:40AM] Player picked up item: Coin, id: 995, amount: 8100, owner: Jeff	
[4/19/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Jeff	
[4/19/23 10:40AM] Player picked up item: Coin, id: 995, amount: 8100, owner: Jeff	
[4/19/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Jeff	
[4/19/23 10:40AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:41AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Jeff	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Jeff	
[4/19/23 10:41AM] Player picked up item: Coin, id: 995, amount: 8100, owner: Jeff	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Jeff	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:41AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:41AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jeff	
[4/19/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:43AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Jeff	
[4/19/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jeff	
[4/19/23 10:43AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Jeff	
[4/19/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jeff	
[4/19/23 10:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jeff	
[4/19/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jeff	
[4/19/23 10:45AM] Player picked up item: Coin, id: 995, amount: 1634518, owner: Jeff	
[4/19/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jeff	
[4/19/23 12:11PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Aspas	
[4/19/23 12:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Aspas	
