[4/15/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: X	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/15/23 04:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:44PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: X	
[4/15/23 04:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: X	
[4/15/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
