[4/18/23 12:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Era	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Era	
[4/18/23 12:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Era	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Era	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Era	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Era	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Era	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Era	
[4/18/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:10PM] Player picked up item: Blurite Box, id: 14488, amount: 2, owner: Era	
[4/18/23 12:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Era	
[4/18/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Era	
[4/18/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Era	
[4/18/23 12:19PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Era	
[4/18/23 12:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Era	
[4/18/23 12:33PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Era	
[4/18/23 12:34PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Era	
[4/18/23 12:34PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Era	
[4/18/23 12:34PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Era	
[4/18/23 12:34PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Era	
[4/18/23 12:35PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Era	
[4/18/23 12:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Era	
[4/18/23 12:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Era	
[4/18/23 12:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Era	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 02:07PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Era	
[4/18/23 02:07PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Era	
[4/18/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 02:09PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Era	
[4/18/23 02:11PM] Player picked up item: Coin, id: 995, amount: 1020703, owner: Era	
[4/18/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Era	
[4/18/23 02:16PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Era	
