[4/18/23 10:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rho	
[4/18/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rho	
[4/18/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rho	
[4/18/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rho	
[4/18/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rho	
[4/18/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rho	
[4/18/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rho	
[4/18/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
[4/18/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rho	
