[4/21/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:46AM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Noluck	
[4/21/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:49AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Noluck	
[4/21/23 09:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Noluck	
[4/21/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Noluck	
[4/21/23 09:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Noluck	
[4/21/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Noluck	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Noluck	
[4/21/23 09:59AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Noluck	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Noluck	
