[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Djnj	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Djnj	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Djnj	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Djnj	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: @bla@Progressive reward box, id: 10025, amount: 1, owner: Djnj	
[4/15/23 06:15AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Djnj	
[4/15/23 06:16AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Djnj	
[4/15/23 06:16AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Djnj	
[4/15/23 06:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Djnj	
[4/15/23 06:21AM] Player picked up item: Coin, id: 995, amount: 900, owner: Djnj	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Djnj	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Djnj	
[4/15/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3300, owner: Djnj	
[4/15/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Djnj	
[4/15/23 06:23AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Djnj	
[4/15/23 06:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Djnj	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Djnj	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
