[4/15/23 12:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tew	
[4/15/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 12:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tew	
[4/15/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tew	
[4/15/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tew	
[4/15/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 12:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tew	
[4/15/23 12:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tew	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tew	
[4/15/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tew	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tew	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tew	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tew	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tew	
[4/15/23 01:09AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Tew	
[4/15/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tew	
[4/15/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tew	
[4/15/23 01:11AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Tew	
[4/15/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tew	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tew	
[4/15/23 01:20AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Tew	
[4/15/23 01:20AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Tew	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tew	
[4/15/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Tew	
[4/15/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Tew	
[4/15/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tew	
[4/15/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tew	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tew	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2150460, owner: Tew	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tew	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Tew	
[4/15/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Tew	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tew	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tew	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tew	
[4/15/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tew	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tew	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tew	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tew	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tew	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Tew	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1543873, owner: Tew	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tew	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Tew	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tew	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Tew	
[4/15/23 10:12AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Tew	
[4/15/23 10:13AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Tew	
[4/15/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Tew	
[4/15/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Tew	
[4/15/23 10:14AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Tew	
[4/15/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tew	
[4/15/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tew	
[4/15/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tew	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 1580385, owner: Tew	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tew	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Tew	
[4/15/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tew	
[4/15/23 10:33AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Tew	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Tew	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Tew	
[4/15/23 10:41AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Tew	
[4/15/23 10:41AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Tew	
[4/15/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Tew	
[4/15/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tew	
[4/15/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Tew	
[4/15/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Tew	
[4/15/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Tew	
[4/15/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Tew	
[4/15/23 10:47AM] Player picked up item: Spoolwood, id: 942, amount: 1, owner: Tew	
