[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Leo	
[4/19/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Leo	
[4/19/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Leo	
[4/19/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veteran	
[4/19/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 12:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veteran	
[4/19/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veteran	
[4/19/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Veteran	
[4/19/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veteran	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Veteran	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Veteran	
[4/19/23 01:04PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Veteran	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Veteran	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Veteran	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Veteran	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Veteran	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Veteran	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Veteran	
[4/19/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Veteran	
[4/19/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 800, owner: Veteran	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Veteran	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Veteran	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 800, owner: Veteran	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Veteran	
[4/19/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Veteran	
[4/19/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Veteran	
[4/19/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Veteran	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Veteran	
[4/19/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Veteran	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Veteran	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Veteran	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 1624143, owner: Veteran	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Veteran	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 2903943, owner: Veteran	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Veteran	
[4/19/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Veteran	
[4/19/23 01:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Veteran	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Veteran	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Veteran	
[4/19/23 01:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Veteran	
[4/19/23 01:29PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Veteran	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 600, owner: Veteran	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 01:34PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Veteran	
[4/19/23 01:34PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Veteran	
[4/19/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 01:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Veteran	
[4/19/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 01:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Veteran	
[4/19/23 01:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Veteran	
[4/19/23 01:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Veteran	
[4/19/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Veteran	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Veteran	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Veteran	
[4/19/23 01:42PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Veteran	
[4/19/23 01:44PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Veteran	
[4/19/23 01:44PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Veteran	
[4/19/23 01:44PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Veteran	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Veteran	
[4/19/23 01:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Veteran	
[4/19/23 01:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Veteran	
[4/19/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 01:50PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Veteran	
[4/19/23 02:01PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Veteran	
[4/19/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 02:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 02:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Veteran	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Veteran	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veteran	
[4/19/23 02:11PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Veteran	
[4/19/23 02:14PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Veteran	
[4/19/23 02:14PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Veteran	
[4/19/23 02:14PM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Veteran	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Veteran	
[4/19/23 02:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Veteran	
[4/19/23 02:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Veteran	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veteran	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Veteran	
[4/19/23 02:49PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Veteran	
[4/19/23 02:51PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Veteran	
