[4/23/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
