[4/15/23 04:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suh	
[4/15/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suh	
[4/15/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Suh	
[4/15/23 04:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suh	
[4/15/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Netflix	
[4/15/23 04:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Netflix	
[4/15/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suh	
[4/15/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suh	
[4/15/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suh	
[4/15/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suh	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suh	
[4/15/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suh	
[4/15/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suh	
[4/15/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:25AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Suh	
[4/15/23 04:25AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Suh	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Suh	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Suh	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suh	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suh	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 04:57AM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Suh	
[4/15/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Suh	
[4/15/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Suh	
[4/15/23 05:01AM] Player picked up item: Slayer casket, id: 2734, amount: 3, owner: Suh	
[4/15/23 05:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Suh	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Suh	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
