[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Milner	
[4/18/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Milner	
[4/18/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Milner	
[4/18/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Milner	
[4/18/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Milner	
[4/18/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Milner	
[4/18/23 02:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Milner	
[4/18/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Milner	
[4/18/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:51PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Milner	
[4/18/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Milner	
[4/18/23 02:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Milner	
[4/18/23 02:51PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Milner	
[4/18/23 02:52PM] Player picked up item: Coin, id: 995, amount: 900, owner: Milner	
[4/18/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 02:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Milner	
[4/18/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
