[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dovixx	
[4/15/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dovixx	
[4/15/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dovixx	
[4/15/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dovixx	
[4/15/23 01:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dovixx	
