[4/15/23 01:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Beef Supreme	
[4/15/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Beef Supreme	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Beef Supreme	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Beef Supreme	
[4/15/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Beef Supreme	
[4/15/23 08:32PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Beef Supreme	
[4/15/23 08:32PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Beef Supreme	
[4/15/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Beef Supreme	
[4/15/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Beef Supreme	
[4/15/23 08:35PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Beef Supreme	
[4/16/23 02:12PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Beef Supreme	
[4/16/23 02:12PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Beef Supreme	
[4/18/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 290, owner: Inherited	
[4/20/23 10:17PM] Player picked up item: Obsidian Crossbow, id: 23066, amount: 1, owner: Beef Supreme	
[4/22/23 11:06AM] Player picked up item: Gorvek Pet, id: 23081, amount: 1, owner: Beef Supreme	
[4/22/23 12:22PM] Player picked up item: Black platebody (h4), id: 19490, amount: 1, owner: Oblivion	
