[4/15/23 10:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: 3 Evil 3000	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/15/23 10:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: 3 Evil 3000	
[4/15/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/15/23 10:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: 3 Evil 3000	
[4/15/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: 3 Evil 3000	
[4/15/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 3 Evil 3000	
[4/19/23 01:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 3 Evil 3000	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 3 Evil 3000	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 3 Evil 3000	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 3 Evil 3000	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 3 Evil 3000	
[4/19/23 01:25PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:30PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3 Evil 3000	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3 Evil 3000	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3 Evil 3000	
[4/19/23 01:43PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: 3 Evil 3000	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 3 Evil 3000	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 3 Evil 3000	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1513433, owner: 3 Evil 3000	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 3 Evil 3000	
[4/20/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 3 Evil 3000	
[4/20/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 3 Evil 3000	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 3 Evil 3000	
[4/20/23 01:34PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 3 Evil 3000	
[4/20/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1307804, owner: 3 Evil 3000	
[4/20/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 3 Evil 3000	
