[4/23/23 04:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Notarez	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Notarez	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bain	
[4/23/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bain	
[4/23/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bain	
