[4/20/23 05:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bright	
[4/20/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bright	
[4/20/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 05:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bright	
[4/20/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bright	
[4/20/23 05:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bright	
[4/20/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bright	
[4/20/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bright	
[4/20/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 05:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bright	
[4/20/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bright	
[4/20/23 05:23AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Bright	
[4/20/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bright	
[4/20/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:25AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bright	
[4/20/23 05:25AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bright	
[4/20/23 05:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bright	
[4/20/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Bright	
[4/20/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Bright	
[4/20/23 05:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bright	
[4/20/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Bright	
[4/20/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bright	
[4/20/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 05:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bright	
[4/20/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
