[4/20/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
