[4/15/23 08:16AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Xba	
[4/15/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xba	
[4/15/23 08:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xba	
[4/15/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xba	
[4/15/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xba	
[4/15/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xba	
[4/15/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
