[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ducky	
[4/20/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ducky	
[4/20/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ducky	
[4/20/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:45PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ducky	
[4/20/23 08:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ducky	
[4/20/23 08:49PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ducky	
[4/20/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ducky	
[4/20/23 08:49PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ducky	
[4/20/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ducky	
[4/20/23 08:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ducky	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ducky	
[4/20/23 09:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ducky	
[4/20/23 09:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ducky	
[4/20/23 09:05PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Ducky	
[4/20/23 09:05PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ducky	
[4/20/23 09:09PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Ducky	
[4/20/23 09:11PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ducky	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ducky	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Ducky	
