[4/20/23 06:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Berrka	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Berrka	
[4/20/23 06:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Berrka	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Berrka	
[4/20/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Berrka	
[4/20/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Berrka	
[4/20/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Berrka	
[4/20/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Berrka	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Berrka	
[4/20/23 06:16AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Berrka	
[4/20/23 06:16AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Berrka	
[4/20/23 06:18AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Berrka	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1921002, owner: Berrka	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 2001824, owner: Berrka	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Berrka	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Berrka	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Berrka	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Berrka	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Berrka	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 2055931, owner: Berrka	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Berrka	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Berrka	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Berrka	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Berrka	
[4/20/23 06:38AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Berrka	
[4/20/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Berrka	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1935916, owner: Berrka	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 01:54AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Berrka	
[4/21/23 01:54AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Berrka	
[4/21/23 01:55AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Berrka	
[4/21/23 01:59AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Berrka	
[4/21/23 02:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Berrka	
[4/21/23 02:06AM] Player picked up item: Coin, id: 995, amount: 1980545, owner: Berrka	
[4/21/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 02:08AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Berrka	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Berrka	
[4/21/23 02:11AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Berrka	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Berrka	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Berrka	
[4/21/23 02:35AM] Player picked up item: Coin, id: 995, amount: 1880819, owner: Berrka	
[4/21/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 02:37AM] Player picked up item: Coin, id: 995, amount: 3736587, owner: Berrka	
[4/21/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Berrka	
[4/21/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Berrka	
[4/21/23 02:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Berrka	
[4/21/23 02:54AM] Player picked up item: Coin, id: 995, amount: 69000, owner: Berrka	
[4/21/23 02:56AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Berrka	
[4/21/23 02:56AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Berrka	
[4/21/23 02:57AM] Player picked up item: Coin, id: 995, amount: 69000, owner: Berrka	
[4/21/23 02:58AM] Player picked up item: Coin, id: 995, amount: 138000, owner: Berrka	
[4/21/23 03:05AM] Player picked up item: Coin, id: 995, amount: 2032487, owner: Berrka	
[4/21/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 04:12AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Berrka	
[4/21/23 04:13AM] Player picked up item: Titan Body, id: 8804, amount: 1, owner: Berrka	
[4/21/23 04:16AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Berrka	
[4/21/23 04:17AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Berrka	
[4/21/23 04:17AM] Player picked up item: Coin, id: 995, amount: 52000, owner: Berrka	
[4/21/23 04:17AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Berrka	
[4/21/23 04:18AM] Player picked up item: Coin, id: 995, amount: 52000, owner: Berrka	
[4/21/23 04:19AM] Player picked up item: Coin, id: 995, amount: 78000, owner: Berrka	
[4/21/23 04:19AM] Player picked up item: Coin, id: 995, amount: 78000, owner: Berrka	
[4/21/23 04:19AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Berrka	
[4/21/23 04:21AM] Player picked up item: Coin, id: 995, amount: 104000, owner: Berrka	
[4/21/23 04:21AM] Player picked up item: Coin, id: 995, amount: 104000, owner: Berrka	
[4/21/23 04:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Berrka	
[4/21/23 04:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Berrka	
[4/21/23 04:25AM] Player picked up item: Coin, id: 995, amount: 130000, owner: Berrka	
[4/21/23 04:25AM] Player picked up item: Coin, id: 995, amount: 156000, owner: Berrka	
[4/21/23 04:29AM] Player picked up item: Coin, id: 995, amount: 130000, owner: Berrka	
[4/21/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1247616, owner: Berrka	
[4/21/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 04:38AM] Player picked up item: Coin, id: 995, amount: 2996432, owner: Berrka	
[4/21/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Berrka	
[4/21/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Berrka	
[4/21/23 04:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Berrka	
[4/21/23 04:53AM] Player picked up item: Coin, id: 995, amount: 100000, owner: Berrka	
[4/21/23 04:53AM] Player picked up item: Coin, id: 995, amount: 75000, owner: Berrka	
[4/21/23 05:05AM] Player picked up item: Coin, id: 995, amount: 2206656, owner: Berrka	
[4/21/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Berrka	
[4/21/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Berrka	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 1125852, owner: Berrka	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1450796, owner: Berrka	
[4/21/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Berrka	
[4/21/23 12:09PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Berrka	
[4/21/23 12:09PM] Player picked up item: Antique lamp, id: 11137, amount: 5, owner: Berrka	
[4/21/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Berrka	
[4/21/23 12:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Berrka	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1910520, owner: Berrka	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Berrka	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Berrka	
