[4/20/23 01:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: N00bdaxur	
[4/20/23 01:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: N00bdaxur	
[4/20/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: N00bdaxur	
[4/20/23 01:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: N00bdaxur	
[4/20/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: N00bdaxur	
[4/20/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: N00bdaxur	
[4/20/23 01:32PM] Player picked up item: Coin, id: 995, amount: 900, owner: N00bdaxur	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: N00bdaxur	
[4/20/23 01:35PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: N00bdaxur	
[4/20/23 01:39PM] Player picked up item: Coin, id: 995, amount: 800, owner: N00bdaxur	
[4/20/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: N00bdaxur	
[4/20/23 01:39PM] Player picked up item: Coin, id: 995, amount: 1600, owner: N00bdaxur	
[4/20/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: N00bdaxur	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: N00bdaxur	
[4/20/23 01:40PM] Player picked up item: Coin, id: 995, amount: 800, owner: N00bdaxur	
[4/20/23 01:40PM] Player picked up item: Coin, id: 995, amount: 1200, owner: N00bdaxur	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: N00bdaxur	
[4/20/23 01:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: N00bdaxur	
[4/20/23 01:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: N00bdaxur	
[4/20/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: N00bdaxur	
[4/20/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1860784, owner: N00bdaxur	
[4/20/23 01:55PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: N00bdaxur	
[4/20/23 01:57PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: N00bdaxur	
[4/20/23 02:01PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: N00bdaxur	
[4/20/23 02:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: N00bdaxur	
[4/20/23 02:05PM] Player picked up item: Coin, id: 995, amount: 800, owner: N00bdaxur	
[4/20/23 02:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: N00bdaxur	
[4/20/23 02:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: N00bdaxur	
[4/20/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: N00bdaxur	
[4/20/23 02:11PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: N00bdaxur	
[4/21/23 07:13AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: N00bdaxur	
[4/21/23 07:14AM] Player picked up item: Coin, id: 995, amount: 3600, owner: N00bdaxur	
[4/21/23 07:14AM] Player picked up item: Coin, id: 995, amount: 1800, owner: N00bdaxur	
[4/21/23 07:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: N00bdaxur	
[4/21/23 07:15AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: N00bdaxur	
[4/21/23 07:15AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: N00bdaxur	
[4/21/23 07:17AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: N00bdaxur	
[4/21/23 07:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: N00bdaxur	
