[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vinescape	
[4/17/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Damlegend	
[4/17/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Damlegend	
[4/17/23 02:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Damlegend	
[4/17/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Damlegend	
[4/17/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Damlegend	
[4/17/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 1695190, owner: Damlegend	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Damlegend	
[4/17/23 02:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Damlegend	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Damlegend	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Damlegend	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 2407548, owner: Damlegend	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Damlegend	
[4/17/23 03:08PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Damlegend	
