[4/22/23 01:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ligmanuts	
[4/22/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ligmanuts	
[4/22/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ligmanuts	
[4/22/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ligmanuts	
[4/22/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ligmanuts	
[4/22/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ligmanuts	
[4/22/23 01:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ligmanuts	
[4/22/23 01:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ligmanuts	
[4/22/23 01:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ligmanuts	
[4/22/23 01:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ligmanuts	
[4/22/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ligmanuts	
[4/22/23 01:30PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 01:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ligmanuts	
[4/22/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ligmanuts	
[4/22/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ligmanuts	
[4/22/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ligmanuts	
[4/22/23 01:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 01:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ligmanuts	
[4/22/23 01:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ligmanuts	
[4/22/23 01:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ligmanuts	
[4/22/23 01:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ligmanuts	
[4/22/23 01:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ligmanuts	
[4/22/23 01:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ligmanuts	
[4/22/23 01:39PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ligmanuts	
[4/22/23 01:39PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ligmanuts	
[4/22/23 01:40PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ligmanuts	
[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 01:42PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ligmanuts	
[4/22/23 01:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ligmanuts	
