[4/19/23 05:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:42AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Xlee	
[4/19/23 05:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xlee	
[4/19/23 05:45AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Xlee	
[4/19/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 05:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
