[4/15/23 07:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Niels	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:05AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Niels	
[4/15/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Niels	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Niels	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 07:13AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Niels	
[4/15/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Niels	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Niels	
[4/15/23 10:03AM] Player picked up item: Sinful Gloves, id: 12864, amount: 1, owner: Niels	
