[4/23/23 05:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeco	
[4/23/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeco	
[4/23/23 05:35AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Zeco	
[4/23/23 05:39AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Zeco	
[4/23/23 05:39AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Zeco	
[4/23/23 05:40AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Zeco	
[4/23/23 05:40AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Zeco	
[4/23/23 05:44AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Zeco	
