[4/15/23 03:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
