[4/20/23 11:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Season	
[4/20/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
[4/20/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Season	
[4/20/23 11:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Season	
