[4/19/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonking	
[4/19/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dragonking	
[4/19/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
[4/19/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonking	
[4/19/23 05:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonking	
