[4/17/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Amnesia	
[4/17/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 05:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Amnesia	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Amnesia	
[4/17/23 06:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amnesia	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Amnesia	
[4/17/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Amnesia	
[4/17/23 06:36AM] Player picked up item: Coin, id: 995, amount: 900, owner: Amnesia	
[4/17/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Amnesia	
[4/17/23 06:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Amnesia	
[4/17/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Amnesia	
[4/17/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Amnesia	
[4/17/23 06:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Amnesia	
[4/17/23 06:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Amnesia	
[4/17/23 06:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Amnesia	
[4/17/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Amnesia	
[4/17/23 06:39AM] Player picked up item: Coin, id: 995, amount: 600, owner: Amnesia	
[4/17/23 06:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Amnesia	
[4/17/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2164712, owner: Amnesia	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Amnesia	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Amnesia	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 3575903, owner: Amnesia	
[4/17/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Amnesia	
[4/17/23 06:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Amnesia	
[4/17/23 06:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Amnesia	
[4/17/23 06:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/17/23 06:57AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Amnesia	
[4/17/23 06:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Amnesia	
[4/17/23 07:23AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Amnesia	
[4/17/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Amnesia	
[4/17/23 07:24AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Amnesia	
[4/17/23 07:24AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Amnesia	
[4/17/23 05:54PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Amnesia	
[4/17/23 05:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Amnesia	
[4/17/23 05:54PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Amnesia	
[4/17/23 06:03PM] Player picked up item: Coin, id: 995, amount: 2413625, owner: Amnesia	
[4/17/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Amnesia	
[4/17/23 06:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Amnesia	
[4/17/23 06:14PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Amnesia	
[4/17/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1383721, owner: Amnesia	
[4/17/23 06:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Amnesia	
[4/17/23 06:40PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Amnesia	
[4/17/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Amnesia	
[4/17/23 06:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Amnesia	
[4/18/23 05:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Amnesia	
[4/18/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Amnesia	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 1929007, owner: Amnesia	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Amnesia	
[4/18/23 06:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Amnesia	
[4/18/23 06:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Amnesia	
[4/18/23 06:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Amnesia	
[4/18/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Amnesia	
[4/18/23 06:42AM] Player picked up item: Coin, id: 995, amount: 1998308, owner: Amnesia	
[4/18/23 06:43AM] Player picked up item: Coin, id: 995, amount: 2823712, owner: Amnesia	
[4/18/23 06:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Amnesia	
[4/18/23 06:47AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Amnesia	
[4/18/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Amnesia	
