[4/15/23 07:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Guitar	
[4/15/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Coin, id: 995, amount: 900, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
