[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exholy	
[4/22/23 10:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Exholy	
[4/22/23 10:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exholy	
[4/22/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Exholy	
[4/22/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exholy	
[4/22/23 10:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Exholy	
[4/22/23 10:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Exholy	
[4/22/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:21PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Exholy	
[4/22/23 10:22PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Exholy	
[4/22/23 10:22PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Exholy	
[4/22/23 10:24PM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: Exholy	
[4/22/23 10:24PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Exholy	
[4/22/23 10:24PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Exholy	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Coin, id: 995, amount: 500, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Coin, id: 995, amount: 500, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Coin, id: 995, amount: 500, owner: Exholy	
[4/22/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Exholy	
[4/22/23 10:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exholy	
[4/22/23 10:44PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Exholy	
[4/22/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Exholy	
[4/22/23 10:44PM] Player picked up item: Coin, id: 995, amount: 800, owner: Exholy	
[4/22/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exholy	
[4/22/23 10:46PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Exholy	
[4/22/23 10:46PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Exholy	
[4/22/23 10:48PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Exholy	
[4/22/23 10:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Exholy	
[4/22/23 11:10PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Exholy	
[4/22/23 11:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Exholy	
[4/22/23 11:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Buff	
[4/22/23 11:10PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Buff	
[4/23/23 05:57AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Exholy	
