[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2072736, owner: Peanut	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peanut	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peanut	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2167501, owner: Peanut	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Peanut	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Peanut	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Peanut	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Peanut	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Peanut	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Peanut	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3566223, owner: Peanut	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Peanut	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3841171, owner: Peanut	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Peanut	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3553177, owner: Peanut	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Peanut	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Peanut	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peanut	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Peanut	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peanut	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Peanut	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peanut	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Peanut	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Peanut	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Peanut	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Peanut	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Peanut	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Peanut	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1492668, owner: Peanut	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peanut	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 2959299, owner: Peanut	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Peanut	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Peanut	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Peanut	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Peanut	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peanut	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Peanut	
[4/17/23 12:19PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Peanut	
[4/17/23 12:28PM] Player picked up item: Inferno Gloves, id: 13302, amount: 1, owner: Jroc	
[4/17/23 12:28PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Jroc	
[4/17/23 12:29PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Kingrock	
