[4/22/23 12:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Silver	
[4/22/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Silver	
[4/22/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:52PM] Player picked up item: Fury shark, id: 17818, amount: 100, owner: Bonk	
[4/22/23 12:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 12:58PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Bonk	
[4/22/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1444363, owner: Bonk	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bonk	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bonk	
[4/22/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:06PM] Player picked up item: Starter Legs, id: 705, amount: 1, owner: Bonk	
[4/22/23 01:06PM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Bonk	
[4/22/23 01:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:10PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Bonk	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bonk	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bonk	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bonk	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bonk	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bonk	
[4/22/23 01:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bonk	
[4/22/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 800, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bonk	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bonk	
[4/22/23 01:24PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Bonk	
[4/22/23 01:24PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Bonk	
[4/22/23 01:29PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bonk	
[4/22/23 01:33PM] Player picked up item: Coin, id: 995, amount: 2316653, owner: Bonk	
[4/22/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bonk	
[4/22/23 01:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bonk	
[4/22/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Bonk	
[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Bonk	
[4/22/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bonk	
[4/22/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:44PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bonk	
[4/22/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bonk	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bonk	
[4/22/23 01:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bonk	
[4/22/23 01:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bonk	
[4/22/23 01:57PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Bonk	
[4/22/23 02:01PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Bonk	
[4/22/23 02:02PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bonk	
[4/22/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1285767, owner: Bonk	
