[4/20/23 07:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/20/23 07:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/20/23 07:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/20/23 07:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/20/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:33PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 3	
[4/20/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 3	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: 3	
[4/20/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 3	
[4/22/23 07:59PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
