[4/15/23 03:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: User	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 03:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: User	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 03:55PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: User	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 03:59PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: User	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: User	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: User	
[4/15/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: User	
[4/15/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: User	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: User	
[4/15/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:05PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: User	
[4/15/23 04:05PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: User	
[4/15/23 04:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: User	
[4/15/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: User	
[4/15/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: User	
[4/15/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: User	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: User	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: User	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: User	
[4/15/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: User	
[4/15/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: User	
