[4/15/23 09:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kii	
[4/15/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kii	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kii	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kii	
[4/15/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kii	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kii	
[4/15/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Kii	
[4/15/23 09:38AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kii	
[4/15/23 09:39AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kii	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kii	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kii	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kii	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kii	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kii	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kii	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kii	
[4/15/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 09:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kii	
[4/15/23 09:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kii	
[4/15/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kii	
[4/15/23 09:50AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Kii	
[4/15/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kii	
[4/15/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kii	
[4/15/23 09:54AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Kii	
[4/15/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kii	
[4/15/23 09:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kii	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 09:56AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kii	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kii	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kii	
[4/15/23 09:57AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Kii	
[4/15/23 09:57AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Kii	
[4/15/23 09:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kii	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 09:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kii	
[4/15/23 09:57AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kii	
[4/15/23 09:58AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Kii	
[4/15/23 09:58AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Kii	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kii	
[4/15/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kii	
[4/15/23 10:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kii	
[4/15/23 10:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kii	
[4/15/23 10:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kii	
[4/15/23 10:05AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Kii	
[4/15/23 10:05AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Kii	
[4/15/23 10:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kii	
[4/15/23 10:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kii	
[4/15/23 10:09AM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Kii	
