[4/22/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 02:51PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Demon	
[4/22/23 02:51PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Demon	
[4/22/23 02:51PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Demon	
[4/22/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 17, owner: Demon	
[4/22/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Demon	
[4/22/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1600687, owner: Demon	
[4/22/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Demon	
[4/22/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 03:12PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Demon	
[4/22/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Demon	
[4/22/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Demon	
[4/22/23 03:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Demon	
[4/22/23 03:23PM] Player picked up item: Vial, id: 229, amount: 1, owner: Fevang	
[4/22/23 03:34PM] Player picked up item: Coin, id: 995, amount: 2080588, owner: Demon	
[4/22/23 03:34PM] Player picked up item: Sovereignty prayer scroll, id: 23169, amount: 1, owner: Demon	
[4/22/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Demon	
[4/22/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Demon	
[4/22/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Demon	
[4/22/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Demon	
[4/22/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Demon	
[4/22/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:01PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Demon	
[4/22/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Demon	
