[4/16/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 12:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lilmane	
[4/16/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lilmane	
[4/16/23 12:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lilmane	
[4/16/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 12:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lilmane	
[4/16/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lilmane	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2322828, owner: Lilmane	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lilmane	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lilmane	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lilmane	
[4/16/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 12:59PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Lilmane	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Lilmane	
[4/16/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lilmane	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Lilmane	
[4/16/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Lilmane	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lilmane	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Lilmane	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lilmane	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lilmane	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Lilmane	
[4/16/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lilmane	
[4/16/23 01:04PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Lilmane	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Lilmane	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Lilmane	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lilmane	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lilmane	
[4/16/23 01:11PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Lilmane	
[4/16/23 01:11PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Lilmane	
[4/16/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lilmane	
[4/16/23 01:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Lilmane	
[4/16/23 01:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lilmane	
[4/16/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 01:14PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Lilmane	
[4/16/23 01:14PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Lilmane	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Lilmane	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lilmane	
[4/16/23 01:14PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Lilmane	
[4/16/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Lilmane	
[4/16/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lilmane	
[4/16/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lilmane	
[4/16/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Lilmane	
[4/16/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lilmane	
[4/16/23 01:17PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Lilmane	
[4/16/23 01:17PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Lilmane	
[4/16/23 01:19PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Lilmane	
[4/16/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 16, owner: Lilmane	
[4/16/23 01:19PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Lilmane	
[4/16/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lilmane	
[4/16/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lilmane	
