[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Proxy	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Proxy	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Proxy	
[4/17/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Proxy	
[4/17/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Proxy	
