[4/16/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Atz	
[4/16/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Atz	
[4/16/23 10:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1837834, owner: Bryce	
[4/16/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bryce	
[4/16/23 10:28AM] Player picked up item: Coin, id: 995, amount: 3121920, owner: Bryce	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bryce	
[4/16/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bryce	
[4/16/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bryce	
[4/16/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bryce	
[4/16/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
[4/16/23 10:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bryce	
[4/16/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bryce	
[4/16/23 10:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bryce	
[4/16/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bryce	
