[4/17/23 04:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Delay	
[4/17/23 04:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Delay	
[4/17/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Delay	
[4/17/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Delay	
[4/17/23 04:45AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Delay	
[4/17/23 04:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Delay	
[4/17/23 04:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Delay	
[4/17/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Delay	
[4/17/23 05:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Delay	
[4/17/23 05:05AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Delay	
[4/17/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Delay	
[4/17/23 05:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Delay	
[4/17/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Delay	
[4/17/23 05:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Delay	
[4/17/23 05:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Delay	
[4/17/23 05:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Delay	
[4/17/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Delay	
[4/17/23 05:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Delay	
[4/17/23 05:24AM] Player picked up item: Nagi Gloves, id: 21066, amount: 1, owner: Delay	
[4/17/23 05:24AM] Player picked up item: Nagi Gloves, id: 21066, amount: 1, owner: Delay	
[4/17/23 05:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Delay	
[4/17/23 05:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Delay	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Delay	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Delay	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Delay	
[4/17/23 11:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Delay	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1570674, owner: Delay	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Delay	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1708298, owner: Delay	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Delay	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Delay	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Delay	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Delay	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Delay	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1781039, owner: Delay	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Delay	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Delay	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2401425, owner: Delay	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Delay	
[4/17/23 12:11PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Delay	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Delay	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Delay	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Delay	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Delay	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Delay	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Delay	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Delay	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Delay	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Delay	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Delay	
[4/17/23 12:17PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Delay	
[4/17/23 12:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Delay	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1056472, owner: Delay	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Delay	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Delay	
