[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Coco	
[4/16/23 05:54PM] Player picked up item: Coin, id: 995, amount: 1262019, owner: Coco	
[4/16/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Coco	
[4/16/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Coco	
[4/16/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coco	
[4/16/23 06:00PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Coco	
[4/16/23 06:02PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Coco	
[4/16/23 06:02PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Coco	
[4/16/23 06:06PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Coco	
[4/16/23 06:06PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Coco	
[4/16/23 06:10PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Coco	
[4/16/23 06:10PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Coco	
[4/16/23 06:12PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Coco	
[4/16/23 06:12PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Coco	
[4/16/23 06:14PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Coco	
[4/16/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Coco	
[4/16/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Coco	
[4/16/23 06:18PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Coco	
[4/16/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Coco	
[4/16/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Coco	
[4/16/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Coco	
[4/16/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1905583, owner: Coco	
[4/16/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Coco	
[4/16/23 06:27PM] Player picked up item: Coin, id: 995, amount: 2448698, owner: Coco	
[4/16/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Coco	
[4/16/23 06:28PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Coco	
[4/16/23 06:32PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Coco	
[4/16/23 06:40PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Winter	
[4/16/23 06:41PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Coco	
[4/16/23 06:42PM] Player picked up item: Coin, id: 995, amount: 800, owner: Coco	
[4/16/23 06:42PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Coco	
[4/16/23 06:42PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Coco	
[4/16/23 06:44PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Coco	
[4/16/23 06:44PM] Player picked up item: Coin, id: 995, amount: 800, owner: Coco	
[4/16/23 06:45PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Coco	
[4/16/23 06:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coco	
[4/16/23 06:47PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Coco	
[4/16/23 06:48PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Coco	
[4/16/23 06:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Coco	
[4/16/23 06:51PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Coco	
[4/16/23 06:51PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Coco	
[4/16/23 06:51PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Coco	
[4/16/23 06:52PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Coco	
[4/16/23 06:53PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Coco	
[4/16/23 06:53PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Coco	
[4/16/23 06:54PM] Player picked up item: Coin, id: 995, amount: 900, owner: Coco	
[4/16/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Coco	
[4/16/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Coco	
