[4/16/23 05:58AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Killua	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaflius	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaflius	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/16/23 06:02AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Vaflius	
[4/16/23 06:08AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Vaflius	
[4/16/23 06:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaflius	
[4/16/23 06:28AM] Player picked up item: Coin, id: 995, amount: 2307194, owner: Vaflius	
[4/16/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 3570932, owner: Vaflius	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 10:04AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vaflius	
[4/17/23 10:04AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vaflius	
[4/17/23 10:05AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Vaflius	
[4/17/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1010731, owner: Vaflius	
[4/17/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 3822664, owner: Vaflius	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaflius	
[4/17/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaflius	
[4/17/23 10:39AM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Vaflius	
[4/17/23 10:40AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vaflius	
[4/17/23 10:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaflius	
[4/17/23 10:46AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 10:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vaflius	
[4/17/23 10:49AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaflius	
[4/17/23 10:51AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Vaflius	
[4/17/23 10:53AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vaflius	
[4/17/23 10:54AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaflius	
[4/17/23 10:54AM] Player picked up item: Clean Cardamon, id: 789, amount: 1, owner: Vaflius	
[4/17/23 10:55AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vaflius	
[4/17/23 10:55AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaflius	
[4/17/23 10:59AM] Player picked up item: Coin, id: 995, amount: 900, owner: Vaflius	
[4/17/23 11:00AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vaflius	
[4/17/23 11:00AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Vaflius	
[4/17/23 11:01AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vaflius	
[4/17/23 11:02AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vaflius	
[4/17/23 11:03AM] Player picked up item: Coin, id: 995, amount: 1788558, owner: Vaflius	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 11:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 11:05AM] Player picked up item: Coin, id: 995, amount: 2643473, owner: Vaflius	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 11:06AM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Vaflius	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaflius	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaflius	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaflius	
[4/17/23 11:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 11:27AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaflius	
[4/17/23 11:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaflius	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1946650, owner: Vaflius	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vaflius	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2007460, owner: Vaflius	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 11:34AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaflius	
[4/17/23 11:34AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaflius	
[4/17/23 11:35AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaflius	
[4/17/23 11:35AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Vaflius	
[4/17/23 11:38AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 11:39AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Vaflius	
[4/17/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaflius	
[4/17/23 11:39AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Vaflius	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Vaflius	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 11:50AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vaflius	
[4/17/23 11:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:51AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vaflius	
[4/17/23 11:51AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaflius	
[4/17/23 11:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:51AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaflius	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 11:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 11:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:54AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Vaflius	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaflius	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaflius	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaflius	
[4/17/23 11:54AM] Player picked up item: $10 Bond, id: 23057, amount: 2, owner: Vaflius	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1091569, owner: Vaflius	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1283595, owner: Vaflius	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vaflius	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vaflius	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vaflius	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vaflius	
[4/17/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 11:59AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Vaflius	
[4/17/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 11:59AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Vaflius	
[4/17/23 11:59AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vaflius	
[4/17/23 12:00PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vaflius	
[4/17/23 12:01PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Vaflius	
[4/17/23 12:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vaflius	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2106056, owner: Vaflius	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 12:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:05PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaflius	
[4/17/23 12:05PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Vaflius	
[4/17/23 12:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vaflius	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaflius	
[4/17/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1534992, owner: Vaflius	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1077425, owner: Vaflius	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1844533, owner: Vaflius	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 4117726, owner: Vaflius	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4019320, owner: Vaflius	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2515825, owner: Vaflius	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaflius	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaflius	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaflius	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaflius	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaflius	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaflius	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vaflius	
[4/17/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vaflius	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vaflius	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Vaflius	
[4/17/23 12:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vaflius	
[4/17/23 12:17PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vaflius	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2040753, owner: Vaflius	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 3858548, owner: Vaflius	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaflius	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaflius	
[4/17/23 12:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:23PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vaflius	
[4/17/23 12:24PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vaflius	
[4/17/23 12:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:25PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Vaflius	
[4/17/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaflius	
[4/17/23 12:25PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vaflius	
[4/17/23 12:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vaflius	
[4/17/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaflius	
[4/17/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:29PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vaflius	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vaflius	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vaflius	
