[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 2 Sexy Bro	
[4/19/23 07:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 07:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 07:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 07:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:58PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 08:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
