[4/21/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Purple	
[4/21/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Purple	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Purple	
[4/21/23 06:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Purple	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Purple	
[4/21/23 06:15AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Purple	
[4/21/23 06:18AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Purple	
[4/21/23 06:18AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Purple	
[4/21/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Purple	
[4/21/23 06:24AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Purple	
[4/21/23 06:27AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Purple	
[4/21/23 06:28AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Purple	
[4/21/23 06:29AM] Player picked up item: Coin, id: 995, amount: 600, owner: Purple	
[4/21/23 06:30AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Purple	
[4/21/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 05:26PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Purple	
[4/21/23 05:28PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Purple	
[4/21/23 05:33PM] Player picked up item: Coin, id: 995, amount: 1028399, owner: Purple	
[4/21/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Purple	
[4/21/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Purple	
[4/21/23 05:34PM] Player picked up item: Coin, id: 995, amount: 3981939, owner: Purple	
[4/21/23 05:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Purple	
[4/21/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Purple	
[4/21/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Purple	
[4/21/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Purple	
[4/21/23 05:54PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Purple	
[4/21/23 06:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Purple	
[4/21/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:10PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Purple	
[4/21/23 06:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Purple	
[4/21/23 06:12PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Purple	
[4/21/23 06:14PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Purple	
[4/21/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Purple	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Purple	
[4/21/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Purple	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Purple	
[4/21/23 06:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Purple	
[4/21/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Purple	
[4/21/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Purple	
[4/21/23 06:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Purple	
[4/21/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Purple	
[4/21/23 06:34PM] Player picked up item: Coin, id: 995, amount: 2100511, owner: Purple	
[4/21/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Purple	
[4/21/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Purple	
[4/21/23 06:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Purple	
[4/21/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Purple	
[4/21/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Purple	
[4/21/23 06:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Purple	
[4/21/23 06:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Purple	
[4/21/23 06:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Purple	
[4/21/23 06:39PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Purple	
