[4/19/23 03:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:45PM] Player picked up item: Coin, id: 995, amount: 2482130, owner: Muradin	
[4/19/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muradin	
[4/19/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muradin	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 09:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Muradin	
[4/19/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 09:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
