[4/17/23 09:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brother	
[4/17/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brother	
[4/17/23 09:53PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Brother	
[4/17/23 09:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Brother	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/17/23 09:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Brother	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Brother	
[4/17/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brother	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Brother	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brother	
[4/17/23 10:21PM] Player picked up item: Coin, id: 995, amount: 400, owner: Brother	
[4/17/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Brother	
[4/17/23 10:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brother	
[4/17/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Brother	
[4/17/23 10:43PM] Player picked up item: Coin, id: 995, amount: 2040828, owner: Brother	
[4/17/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brother	
[4/17/23 10:44PM] Player picked up item: Coin, id: 995, amount: 2858488, owner: Brother	
[4/17/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Brother	
[4/17/23 10:47PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Brother	
[4/17/23 10:52PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Brother	
[4/17/23 10:52PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Brother	
[4/17/23 10:52PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Brother	
[4/17/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/17/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/17/23 11:03PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Brother	
[4/17/23 11:04PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Brother	
[4/17/23 11:04PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Brother	
[4/17/23 11:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Brother	
[4/17/23 11:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Brother	
[4/17/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brother	
[4/17/23 11:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/17/23 11:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Brother	
[4/17/23 11:09PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Brother	
[4/17/23 11:09PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Brother	
[4/17/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Brother	
[4/17/23 11:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Coin, id: 995, amount: 900, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Brother	
[4/17/23 11:15PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Brother	
[4/17/23 11:16PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Brother	
[4/17/23 11:16PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Brother	
[4/17/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brother	
[4/17/23 11:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brother	
[4/17/23 11:25PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Brother	
[4/17/23 11:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brother	
[4/17/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brother	
[4/17/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/17/23 11:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Brother	
[4/17/23 11:35PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Brother	
[4/17/23 11:36PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Brother	
[4/17/23 11:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/17/23 11:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brother	
[4/17/23 11:37PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Brother	
[4/17/23 11:37PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Brother	
[4/17/23 11:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brother	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 2430703, owner: Brother	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Brother	
[4/18/23 07:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brother	
[4/18/23 07:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brother	
[4/18/23 07:29AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Brother	
[4/18/23 07:29AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Brother	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brother	
[4/18/23 07:34AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Brother	
[4/18/23 07:34AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Brother	
