[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cyan	
[4/16/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cyan	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cyan	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cyan	
[4/16/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cyan	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cyan	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:37PM] Player picked up item: Coin, id: 995, amount: 900, owner: Cyan	
[4/16/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyan	
[4/16/23 02:37PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cyan	
[4/17/23 07:42AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Cyan	
