[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moralizer	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Moralizer	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moralizer	
[4/18/23 02:04PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Moralizer	
[4/18/23 02:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Moralizer	
[4/18/23 02:11PM] Player picked up item: Coin, id: 995, amount: 1613141, owner: Moralizer	
[4/18/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Moralizer	
[4/18/23 02:41PM] Player picked up item: Coin, id: 995, amount: 2493088, owner: Moralizer	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Moralizer	
[4/18/23 03:49PM] Player picked up item: Lust Staff, id: 8809, amount: 1, owner: Supernum	
[4/18/23 03:51PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Wizzy	
[4/18/23 03:51PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Moralizer	
[4/18/23 04:39PM] Player picked up item: Lust Poncho, id: 8807, amount: 1, owner: Moralizer	
