[4/16/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironesi	
[4/16/23 03:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ironesi	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ironesi	
[4/16/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ironesi	
[4/16/23 03:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ironesi	
[4/16/23 03:33AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ironesi	
[4/16/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ironesi	
[4/16/23 03:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ironesi	
[4/16/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironesi	
[4/16/23 03:33AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ironesi	
[4/16/23 03:33AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/16/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ironesi	
[4/16/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ironesi	
[4/16/23 03:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ironesi	
[4/16/23 03:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ironesi	
[4/16/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ironesi	
[4/16/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironesi	
[4/16/23 03:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ironesi	
[4/16/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 03:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ironesi	
[4/16/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ironesi	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ironesi	
[4/16/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1812217, owner: Ironesi	
[4/16/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ironesi	
[4/16/23 04:48AM] Player picked up item: Coin, id: 995, amount: 2160280, owner: Ironesi	
[4/16/23 05:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 2363568, owner: Ironesi	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironesi	
