[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powers	
[4/22/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powers	
[4/22/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powers	
[4/22/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powers	
[4/22/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powers	
[4/22/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Coin, id: 995, amount: 900, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 05:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Powers	
[4/22/23 05:32PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Powers	
[4/22/23 05:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 05:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 05:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Powers	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 06:26PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 06:26PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powers	
[4/22/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Powers	
[4/22/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powers	
[4/22/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Powers	
[4/22/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Powers	
[4/22/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powers	
[4/22/23 06:47PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Powers	
[4/22/23 06:52PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Powers	
