[4/16/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Hc Don	
[4/16/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 12:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hc Don	
[4/16/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Don	
[4/16/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Don	
[4/16/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Don	
[4/16/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Don	
[4/16/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Don	
[4/16/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Don	
[4/16/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Don	
[4/16/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
[4/16/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Don	
