[4/17/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moist	
[4/17/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moist	
[4/17/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1855334, owner: Moist	
[4/17/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Moist	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Moist	
[4/17/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:11PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Moist	
[4/17/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Moist	
[4/17/23 01:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Moist	
[4/17/23 01:14PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Moist	
[4/17/23 01:14PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Moist	
[4/17/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Moist	
[4/17/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Moist	
[4/17/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Moist	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 400, owner: Moist	
[4/17/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 01:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: Moist	
[4/17/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Moist	
[4/17/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 01:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: Moist	
[4/17/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Moist	
[4/17/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Moist	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Moist	
[4/17/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Moist	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Moist	
[4/17/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1189985, owner: Moist	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Moist	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Moist	
[4/17/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:07PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Moist	
[4/17/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Moist	
[4/17/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:09PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Moist	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:09PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Moist	
[4/17/23 03:09PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Moist	
[4/17/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:17PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Moist	
[4/17/23 03:17PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Moist	
[4/17/23 03:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Moist	
[4/17/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Moist	
[4/17/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Moist	
[4/17/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Moist	
[4/17/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Moist	
[4/17/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Moist	
[4/17/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Moist	
[4/17/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Moist	
[4/17/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Moist	
[4/17/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Moist	
