[4/15/23 09:44AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Goalz	
[4/15/23 09:45AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Goalz	
[4/15/23 09:46AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Goalz	
[4/15/23 09:46AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Goalz	
[4/15/23 09:46AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Goalz	
[4/15/23 09:50AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goalz	
[4/15/23 09:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goalz	
[4/15/23 09:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Goalz	
[4/15/23 09:55AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goalz	
[4/15/23 09:55AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goalz	
[4/15/23 09:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Goalz	
[4/15/23 09:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Goalz	
[4/15/23 09:56AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Goalz	
[4/15/23 09:57AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goalz	
[4/15/23 09:57AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goalz	
[4/15/23 09:59AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Goalz	
[4/15/23 10:00AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goalz	
[4/15/23 10:00AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goalz	
[4/15/23 10:02AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Goalz	
[4/15/23 10:03AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goalz	
[4/15/23 10:03AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goalz	
[4/15/23 10:04AM] Player picked up item: Coin, id: 995, amount: 800, owner: Goalz	
[4/15/23 10:11AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: Goalz	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goalz	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goalz	
[4/16/23 01:15AM] Player picked up item: Coin, id: 995, amount: 900, owner: Goalz	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goalz	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goalz	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goalz	
[4/16/23 01:15AM] Player picked up item: Coin, id: 995, amount: 900, owner: Goalz	
