[4/18/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Swamping87	
[4/18/23 01:08PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Swamping87	
[4/18/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swamping87	
[4/18/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swamping87	
[4/18/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1840140, owner: Swamping87	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/18/23 01:16PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Swamping87	
[4/18/23 01:16PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Swamping87	
[4/18/23 01:17PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Swamping87	
[4/18/23 01:18PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Swamping87	
[4/18/23 01:20PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Swamping87	
[4/18/23 01:22PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Swamping87	
[4/18/23 01:26PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Swamping87	
[4/18/23 01:28PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Swamping87	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Swamping87	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Swamping87	
[4/18/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Swamping87	
[4/18/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1869863, owner: Swamping87	
[4/18/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/18/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Swamping87	
[4/18/23 02:20PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Swamping87	
[4/18/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swamping87	
[4/18/23 02:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Swamping87	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swamping87	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:29PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Swamping87	
[4/18/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 02:29PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Swamping87	
[4/18/23 02:30PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swamping87	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swamping87	
[4/18/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swamping87	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:40PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swamping87	
[4/18/23 02:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:51PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swamping87	
[4/18/23 02:52PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Swamping87	
[4/18/23 02:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swamping87	
[4/18/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swamping87	
[4/18/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swamping87	
[4/18/23 02:54PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swamping87	
[4/18/23 02:55PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:55PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Swamping87	
[4/18/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swamping87	
[4/18/23 02:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 02:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swamping87	
[4/18/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
