[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:11AM] Player picked up item: Coin, id: 995, amount: 1555143, owner: Iron Goo	
[4/17/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 03:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Goo	
