[4/19/23 04:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Slussy	
[4/19/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slussy	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Slussy	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Slussy	
[4/19/23 04:22PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Slussy	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 04:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Slussy	
[4/19/23 04:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Slussy	
[4/19/23 04:23PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Slussy	
[4/19/23 04:28PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Slussy	
[4/19/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 04:28PM] Player picked up item: Coin, id: 995, amount: 600, owner: Slussy	
[4/19/23 04:28PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Slussy	
[4/19/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Slussy	
[4/19/23 04:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Slussy	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 600, owner: Slussy	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Slussy	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Slussy	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Slussy	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Slussy	
[4/19/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Slussy	
[4/19/23 04:49PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Slussy	
[4/19/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Slussy	
[4/19/23 05:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Slussy	
[4/19/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slussy	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 700, owner: Slussy	
[4/19/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 05:30PM] Player picked up item: Coin, id: 995, amount: 800, owner: Slussy	
[4/19/23 05:30PM] Player picked up item: Coin, id: 995, amount: 800, owner: Slussy	
[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 800, owner: Slussy	
[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 800, owner: Slussy	
[4/19/23 05:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Slussy	
[4/19/23 05:41PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Slussy	
[4/19/23 05:45PM] Player picked up item: Coin, id: 995, amount: 2136815, owner: Slussy	
[4/19/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Slussy	
[4/19/23 05:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Slussy	
[4/19/23 05:48PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Slussy	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Slussy	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Slussy	
[4/19/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 05:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slussy	
[4/19/23 05:52PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Slussy	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Slussy	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Slussy	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Slussy	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slussy	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Slussy	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Slussy	
[4/19/23 06:04PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Slussy	
[4/19/23 06:04PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Slussy	
[4/19/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Slussy	
[4/19/23 06:08PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Slussy	
[4/19/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Slussy	
[4/19/23 06:08PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Slussy	
[4/19/23 06:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slussy	
[4/19/23 06:09PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Slussy	
[4/19/23 06:10PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Slussy	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slussy	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Slussy	
[4/19/23 06:12PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Slussy	
[4/19/23 06:12PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Slussy	
[4/19/23 06:24PM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Slussy	
[4/21/23 05:40PM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Slussy	
