[4/18/23 12:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Aspas	
[4/18/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aspas	
[4/18/23 12:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Aspas	
[4/18/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hc Pvm	
[4/18/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hc Pvm	
[4/18/23 12:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hc Pvm	
[4/18/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hc Pvm	
[4/18/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hc Pvm	
[4/18/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hc Pvm	
[4/18/23 12:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aspas	
[4/18/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:37PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Aspas	
[4/18/23 12:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aspas	
[4/18/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aspas	
[4/18/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aspas	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aspas	
[4/18/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aspas	
[4/18/23 12:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aspas	
[4/18/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aspas	
[4/18/23 12:52PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Aspas	
[4/18/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aspas	
[4/18/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aspas	
[4/18/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 12:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aspas	
[4/18/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aspas	
[4/18/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aspas	
[4/18/23 01:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Aspas	
[4/18/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aspas	
[4/18/23 01:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aspas	
[4/18/23 01:22PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Aspas	
[4/18/23 01:22PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Aspas	
[4/18/23 01:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Aspas	
[4/18/23 01:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aspas	
[4/18/23 01:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aspas	
[4/18/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aspas	
[4/18/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aspas	
[4/18/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aspas	
[4/18/23 01:26PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Aspas	
[4/18/23 01:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Aspas	
[4/18/23 01:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Aspas	
[4/18/23 01:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Aspas	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Aspas	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Aspas	
[4/18/23 01:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Aspas	
[4/18/23 01:33PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Aspas	
[4/18/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Aspas	
[4/18/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aspas	
[4/18/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aspas	
[4/18/23 01:34PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Aspas	
[4/18/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Aspas	
[4/18/23 01:34PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Aspas	
[4/18/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aspas	
[4/18/23 01:35PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Aspas	
[4/18/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Aspas	
[4/18/23 01:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aspas	
[4/18/23 01:40PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aspas	
[4/18/23 01:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aspas	
[4/18/23 01:46PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Aspas	
